,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
6,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,L,0,2,Hoffenheim,1.6,2.0,57.0,20000.0,Sheraldo Becker,3-5-2,Deniz Aytekin,Match Report,,22.0,5.0,15.2,0.0,0,0,2024,Union Berlin
7,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,1,Heidenheim,2.2,0.8,50.0,15000.0,Christopher Trimmel,3-4-3,Sascha Stegemann,Match Report,,20.0,8.0,16.9,2.0,0,0,2024,Union Berlin
9,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Away,L,2,4,Dortmund,1.4,1.6,34.0,81365.0,Christopher Trimmel,5-3-2,Patrick Ittrich,Match Report,,12.0,4.0,18.7,0.0,1,1,2024,Union Berlin
10,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Home,L,0,3,Stuttgart,0.6,1.4,43.0,22012.0,Christopher Trimmel,3-5-2,Bastian Dankert,Match Report,,9.0,1.0,18.2,0.0,0,0,2024,Union Berlin
12,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Away,L,0,2,Werder Bremen,0.6,0.8,44.0,42100.0,Christopher Trimmel,3-5-2,Tobias Stieler,Match Report,,7.0,2.0,18.4,0.0,0,0,2024,Union Berlin
14,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Home,L,0,3,Eint Frankfurt,0.7,1.6,50.0,22012.0,Christopher Trimmel,5-4-1,Sven Jablonski,Match Report,,11.0,3.0,18.5,0.0,0,0,2024,Union Berlin
16,2023-11-12,15:30,Bundesliga,Matchweek 11,Sun,Away,L,0,4,Leverkusen,0.0,2.4,31.0,29387.0,Sheraldo Becker,3-4-3,Timo Gerach,Match Report,,2.0,2.0,20.4,0.0,0,0,2024,Union Berlin
17,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Home,D,1,1,Augsburg,2.1,1.7,61.0,22012.0,Christopher Trimmel,3-4-3,Florian Badstübner,Match Report,,14.0,5.0,17.3,0.0,0,1,2024,Union Berlin
19,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,1,Gladbach,2.1,1.1,38.0,22012.0,Rani Khedira,4-2-3-1,Martin Petersen,Match Report,,15.0,5.0,16.8,1.0,1,1,2024,Union Berlin
21,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,3,Bochum,0.7,2.8,51.0,25300.0,Rani Khedira,4-2-3-1,Sven Jablonski,Match Report,,9.0,1.0,13.0,0.0,0,0,2024,Union Berlin
22,2023-12-20,18:30,Bundesliga,Matchweek 16,Wed,Home,W,2,0,Köln,1.5,0.8,40.0,22012.0,Rani Khedira,4-3-3,Deniz Aytekin,Match Report,,11.0,6.0,13.2,0.0,0,0,2024,Union Berlin
23,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Away,D,0,0,Freiburg,0.5,1.8,43.0,33800.0,Jérôme Roussillon,5-3-2,Christian Dingert,Match Report,,9.0,4.0,18.4,0.0,0,0,2024,Union Berlin
24,2024-01-24,20:30,Bundesliga,Matchweek 13,Wed,Away,L,0,1,Bayern Munich,0.2,2.1,28.0,75000.0,Christopher Trimmel,5-3-2,Frank Willenborg,Match Report,,4.0,1.0,19.3,0.0,0,0,2024,Union Berlin
25,2024-01-28,15:30,Bundesliga,Matchweek 19,Sun,Home,W,1,0,Darmstadt 98,2.5,1.1,50.0,21786.0,Christopher Trimmel,3-5-2,Harm Osmers,Match Report,,21.0,6.0,14.9,0.0,0,0,2024,Union Berlin
26,2024-02-04,17:30,Bundesliga,Matchweek 20,Sun,Away,L,0,2,RB Leipzig,0.5,1.1,34.0,44032.0,Christopher Trimmel,3-5-2,Marco Fritz,Match Report,,10.0,2.0,19.3,0.0,0,0,2024,Union Berlin
27,2024-02-07,18:30,Bundesliga,Matchweek 18,Wed,Away,D,1,1,Mainz 05,1.0,1.3,54.0,26200.0,Rani Khedira,3-5-2,Martin Petersen,Match Report,,16.0,4.0,16.7,0.0,0,0,2024,Union Berlin
28,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,W,1,0,Wolfsburg,0.5,1.3,42.0,22000.0,Rani Khedira,3-5-2,Matthias Jöllenbeck,Match Report,,8.0,1.0,15.7,0.0,0,0,2024,Union Berlin
29,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,W,1,0,Hoffenheim,1.4,1.0,34.0,19050.0,Christopher Trimmel,3-5-2,Robert Hartmann,Match Report,,10.0,3.0,17.0,1.0,0,0,2024,Union Berlin
30,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Home,D,2,2,Heidenheim,1.1,1.1,58.0,21341.0,Rani Khedira,3-5-2,Deniz Aytekin,Match Report,,12.0,3.0,16.7,0.0,0,0,2024,Union Berlin
31,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Home,L,0,2,Dortmund,1.2,1.6,39.0,22012.0,Rani Khedira,3-5-2,Christian Dingert,Match Report,,14.0,3.0,16.7,0.0,0,0,2024,Union Berlin
32,2024-03-08,20:30,Bundesliga,Matchweek 25,Fri,Away,L,0,2,Stuttgart,0.9,1.0,30.0,53800.0,Rani Khedira,5-4-1,Robert Schröder,Match Report,,9.0,4.0,16.3,0.0,0,0,2024,Union Berlin
33,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Home,W,2,1,Werder Bremen,1.1,1.1,50.0,22012.0,Christopher Trimmel,3-4-1-2,Daniel Schlager,Match Report,,11.0,6.0,15.5,0.0,0,0,2024,Union Berlin
34,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Away,D,0,0,Eint Frankfurt,1.5,1.0,35.0,57100.0,Christopher Trimmel,3-4-3,Marco Fritz,Match Report,,11.0,2.0,15.2,0.0,0,0,2024,Union Berlin
35,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,L,0,1,Leverkusen,0.3,2.8,35.0,22012.0,Christopher Trimmel,3-5-2,Benjamin Brand,Match Report,,9.0,0.0,16.6,0.0,0,0,2024,Union Berlin
36,2024-04-12,20:30,Bundesliga,Matchweek 29,Fri,Away,L,0,2,Augsburg,1.6,1.6,53.0,29731.0,Christopher Trimmel,3-5-2,Tobias Stieler,Match Report,,17.0,3.0,13.0,0.0,0,0,2024,Union Berlin
37,2024-04-20,18:30,Bundesliga,Matchweek 30,Sat,Home,L,1,5,Bayern Munich,1.4,1.4,37.0,22012.0,Christopher Trimmel,3-5-2,Sven Jablonski,Match Report,,15.0,4.0,14.5,0.0,0,0,2024,Union Berlin
38,2024-04-28,15:30,Bundesliga,Matchweek 31,Sun,Away,D,0,0,Gladbach,1.0,0.9,48.0,53723.0,Rani Khedira,3-4-1-2,Sascha Stegemann,Match Report,,14.0,7.0,21.5,0.0,0,0,2024,Union Berlin
39,2024-05-05,15:30,Bundesliga,Matchweek 32,Sun,Home,L,3,4,Bochum,0.9,1.4,48.0,22012.0,Rani Khedira,3-5-2,Marco Fritz,Match Report,,12.0,5.0,15.9,0.0,0,0,2024,Union Berlin
40,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,L,2,3,Köln,1.6,3.1,38.0,50000.0,Christopher Trimmel,3-4-3,Deniz Aytekin,Match Report,,12.0,5.0,16.7,0.0,1,1,2024,Union Berlin
41,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Freiburg,2.3,1.0,38.0,22012.0,Christopher Trimmel,3-4-3,Christian Dingert,Match Report,,11.0,3.0,18.5,0.0,0,2,2024,Union Berlin
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,L,0,5,Stuttgart,0.8,3.0,40.0,53000.0,Anthony Losilla,3-4-3,Daniel Siebert,Match Report,,4.0,1.0,11.8,0.0,0,0,2024,Bochum
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,D,1,1,Dortmund,1.0,1.3,36.0,26000.0,Anthony Losilla,3-5-2,Robert Schröder,Match Report,,20.0,7.0,17.8,0.0,0,0,2024,Bochum
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Away,D,2,2,Augsburg,1.6,1.9,62.0,27424.0,Anthony Losilla,3-5-2,Martin Petersen,Match Report,,21.0,8.0,20.6,2.0,0,0,2024,Bochum
4,2023-09-16,18:30,Bundesliga,Matchweek 4,Sat,Home,D,1,1,Eint Frankfurt,2.0,0.6,49.0,26000.0,Anthony Losilla,3-5-2,Benjamin Brand,Match Report,,21.0,6.0,21.7,1.0,1,1,2024,Bochum
5,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0,7,Bayern Munich,0.1,4.8,38.0,75000.0,Anthony Losilla,3-5-2,Robert Hartmann,Match Report,,4.0,1.0,25.4,0.0,0,0,2024,Bochum
6,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Home,L,1,3,Gladbach,1.7,2.9,58.0,26000.0,Anthony Losilla,3-5-2,Felix Brych,Match Report,,24.0,4.0,18.5,0.0,0,0,2024,Bochum
7,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Away,D,0,0,RB Leipzig,0.4,2.5,25.0,44269.0,Anthony Losilla,3-5-2,Timo Gerach,Match Report,,9.0,2.0,19.4,1.0,0,0,2024,Bochum
8,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,L,1,2,Freiburg,1.5,2.3,42.0,33900.0,Anthony Losilla,3-4-3,Tobias Reichel,Match Report,,13.0,3.0,19.1,0.0,0,0,2024,Bochum
9,2023-10-27,20:30,Bundesliga,Matchweek 9,Fri,Home,D,2,2,Mainz 05,1.4,0.4,50.0,26000.0,Anthony Losilla,3-4-3,Patrick Ittrich,Match Report,,11.0,3.0,19.3,0.0,1,1,2024,Bochum
10,2023-11-03,20:30,Bundesliga,Matchweek 10,Fri,Away,W,2,1,Darmstadt 98,1.2,0.7,42.0,17810.0,Anthony Losilla,4-3-3,Marco Fritz,Match Report,,9.0,4.0,19.7,1.0,0,0,2024,Bochum
11,2023-11-11,18:30,Bundesliga,Matchweek 11,Sat,Home,D,1,1,Köln,3.7,0.9,52.0,26000.0,Kevin Stöger,4-3-3,Matthias Jöllenbeck,Match Report,,25.0,9.0,16.8,1.0,0,0,2024,Bochum
12,2023-11-26,15:30,Bundesliga,Matchweek 12,Sun,Away,D,0,0,Heidenheim,0.4,0.8,51.0,15000.0,Anthony Losilla,4-3-3,Felix Zwayer,Match Report,,10.0,2.0,21.8,0.0,0,0,2024,Bochum
13,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Home,W,3,1,Wolfsburg,1.5,1.3,44.0,24350.0,Anthony Losilla,4-2-3-1,Robert Schröder,Match Report,,20.0,8.0,17.4,0.0,0,0,2024,Bochum
14,2023-12-08,20:30,Bundesliga,Matchweek 14,Fri,Away,L,1,3,Hoffenheim,1.5,1.5,58.0,16023.0,Anthony Losilla,4-3-3,Matthias Jöllenbeck,Match Report,,22.0,5.0,21.0,0.0,0,0,2024,Bochum
15,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Home,W,3,0,Union Berlin,2.8,0.7,49.0,25300.0,Anthony Losilla,4-3-3,Sven Jablonski,Match Report,,21.0,6.0,17.9,1.0,1,1,2024,Bochum
16,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Away,L,0,4,Leverkusen,0.4,3.3,31.0,30210.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,6.0,1.0,15.5,0.0,0,0,2024,Bochum
17,2024-01-14,15:30,Bundesliga,Matchweek 17,Sun,Home,D,1,1,Werder Bremen,0.7,0.8,49.0,26000.0,Anthony Losilla,4-3-3,Tobias Stieler,Match Report,,14.0,4.0,18.2,0.0,0,0,2024,Bochum
18,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Home,W,1,0,Stuttgart,0.9,1.4,38.0,26000.0,Anthony Losilla,4-4-2,Bastian Dankert,Match Report,,6.0,1.0,16.0,0.0,0,0,2024,Bochum
19,2024-01-28,17:30,Bundesliga,Matchweek 19,Sun,Away,L,1,3,Dortmund,0.5,2.9,37.0,81365.0,Anthony Losilla,4-3-3,Benjamin Brand,Match Report,,11.0,4.0,20.8,1.0,0,0,2024,Bochum
20,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Home,D,1,1,Augsburg,0.9,1.6,49.0,24500.0,Anthony Losilla,4-2-3-1,Patrick Ittrich,Match Report,,10.0,4.0,18.4,0.0,0,0,2024,Bochum
21,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Away,D,1,1,Eint Frankfurt,1.5,2.4,47.0,57500.0,Anthony Losilla,4-1-2-1-2◆,Sven Jablonski,Match Report,,14.0,5.0,22.1,0.0,0,0,2024,Bochum
22,2024-02-18,17:30,Bundesliga,Matchweek 22,Sun,Home,W,3,2,Bayern Munich,1.7,3.3,32.0,26000.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,12.0,3.0,19.5,0.0,1,1,2024,Bochum
23,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Away,L,2,5,Gladbach,1.6,3.5,52.0,53196.0,Kevin Stöger,4-5-1,Frank Willenborg,Match Report,,16.0,4.0,16.2,1.0,0,0,2024,Bochum
24,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Home,L,1,4,RB Leipzig,0.8,2.1,44.0,24200.0,Anthony Losilla,4-2-3-1,Harm Osmers,Match Report,,14.0,3.0,23.7,1.0,0,0,2024,Bochum
25,2024-03-10,15:30,Bundesliga,Matchweek 25,Sun,Home,L,1,2,Freiburg,1.2,1.4,60.0,25594.0,Anthony Losilla,4-1-3-2,Marco Fritz,Match Report,,24.0,7.0,16.7,0.0,0,0,2024,Bochum
26,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Away,L,0,2,Mainz 05,0.7,2.5,50.0,33000.0,Anthony Losilla,4-1-2-1-2◆,Matthias Jöllenbeck,Match Report,,11.0,1.0,16.1,0.0,0,0,2024,Bochum
27,2024-03-31,19:30,Bundesliga,Matchweek 27,Sun,Home,D,2,2,Darmstadt 98,1.8,0.9,57.0,25023.0,Anthony Losilla,4-3-3,Sven Jablonski,Match Report,,21.0,7.0,15.3,0.0,0,0,2024,Bochum
28,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,L,1,2,Köln,0.6,1.0,44.0,50000.0,Anthony Losilla,4-3-1-2,Tobias Welz,Match Report,,11.0,2.0,13.5,0.0,0,0,2024,Bochum
29,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,D,1,1,Heidenheim,1.2,1.1,61.0,24414.0,Anthony Losilla,4-2-3-1,Patrick Ittrich,Match Report,,23.0,5.0,20.0,3.0,0,0,2024,Bochum
30,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Away,L,0,1,Wolfsburg,1.3,0.8,54.0,26327.0,Anthony Losilla,4-2-3-1,Tobias Reichel,Match Report,,13.0,1.0,17.8,1.0,0,0,2024,Bochum
31,2024-04-26,20:30,Bundesliga,Matchweek 31,Fri,Home,W,3,2,Hoffenheim,3.2,1.0,46.0,24300.0,Anthony Losilla,4-2-3-1,Tobias Stieler,Match Report,,36.0,12.0,15.9,3.0,0,0,2024,Bochum
32,2024-05-05,15:30,Bundesliga,Matchweek 32,Sun,Away,W,4,3,Union Berlin,1.4,0.9,52.0,22012.0,Kevin Stöger,4-2-3-1,Marco Fritz,Match Report,,18.0,5.0,18.5,0.0,0,0,2024,Bochum
33,2024-05-12,19:30,Bundesliga,Matchweek 33,Sun,Home,L,0,5,Leverkusen,0.3,4.2,33.0,26000.0,Anthony Losilla,4-2-3-1,Benjamin Brand,Match Report,,3.0,0.0,11.0,0.0,0,0,2024,Bochum
34,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,4,Werder Bremen,2.1,3.0,54.0,42100.0,Anthony Losilla,4-2-3-1,Martin Petersen,Match Report,,27.0,7.0,15.5,1.0,0,0,2024,Bochum
1,2023-08-19,18:30,Bundesliga,Matchweek 1,Sat,Away,L,0,1,Dortmund,1.2,1.8,34.0,81365.0,Florian Kainz,4-2-3-1,Deniz Aytekin,Match Report,,11.0,4.0,16.5,0.0,0,0,2024,Koln
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1,2,Wolfsburg,0.9,1.7,50.0,49500.0,Florian Kainz,4-2-3-1,Matthias Jöllenbeck,Match Report,,13.0,2.0,19.9,0.0,0,0,2024,Koln
3,2023-09-03,15:30,Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,0.9,1.1,35.0,54000.0,Florian Kainz,4-1-4-1,Florian Badstübner,Match Report,,6.0,1.0,25.3,0.0,1,1,2024,Koln
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,L,1,3,Hoffenheim,1.0,1.0,56.0,49300.0,Florian Kainz,4-2-3-1,Daniel Siebert,Match Report,,18.0,6.0,18.0,0.0,0,0,2024,Koln
5,2023-09-23,18:30,Bundesliga,Matchweek 5,Sat,Away,L,1,2,Werder Bremen,1.3,2.1,53.0,42100.0,Florian Kainz,4-2-3-1,Bastian Dankert,Match Report,,14.0,4.0,14.7,1.0,0,0,2024,Koln
6,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Home,L,0,2,Stuttgart,0.7,2.5,40.0,50000.0,Florian Kainz,4-1-3-2,Tobias Stieler,Match Report,,14.0,5.0,18.7,0.0,0,0,2024,Koln
7,2023-10-08,15:30,Bundesliga,Matchweek 7,Sun,Away,L,0,3,Leverkusen,1.3,3.2,36.0,30210.0,Florian Kainz,4-1-3-2,Felix Zwayer,Match Report,,7.0,3.0,11.3,0.0,0,0,2024,Koln
8,2023-10-22,15:30,Bundesliga,Matchweek 8,Sun,Home,W,3,1,Gladbach,2.7,0.3,60.0,50000.0,Florian Kainz,4-2-3-1,Deniz Aytekin,Match Report,,21.0,6.0,19.6,1.0,2,2,2024,Koln
9,2023-10-28,18:30,Bundesliga,Matchweek 9,Sat,Away,L,0,6,RB Leipzig,0.9,4.2,38.0,46480.0,Florian Kainz,4-2-3-1,Benjamin Brand,Match Report,,6.0,1.0,12.4,1.0,0,0,2024,Koln
11,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Home,D,1,1,Augsburg,2.0,2.6,59.0,49300.0,Florian Kainz,4-2-3-1,Christian Dingert,Match Report,,26.0,11.0,17.7,1.0,0,0,2024,Koln
12,2023-11-11,18:30,Bundesliga,Matchweek 11,Sat,Away,D,1,1,Bochum,0.9,3.7,48.0,26000.0,Florian Kainz,4-2-3-1,Matthias Jöllenbeck,Match Report,,11.0,6.0,14.4,0.0,0,0,2024,Koln
13,2023-11-24,20:30,Bundesliga,Matchweek 12,Fri,Home,L,0,1,Bayern Munich,0.2,3.5,32.0,50000.0,Florian Kainz,3-4-1-2,Marco Fritz,Match Report,,6.0,1.0,21.8,0.0,0,0,2024,Koln
14,2023-12-01,20:30,Bundesliga,Matchweek 13,Fri,Away,W,1,0,Darmstadt 98,1.5,0.7,55.0,17810.0,Florian Kainz,4-2-3-1,Patrick Ittrich,Match Report,,12.0,6.0,19.0,1.0,0,0,2024,Koln
15,2023-12-10,17:30,Bundesliga,Matchweek 14,Sun,Home,D,0,0,Mainz 05,0.3,1.4,54.0,50000.0,Marvin Schwäbe,4-2-3-1,Frank Willenborg,Match Report,,5.0,3.0,22.3,0.0,0,0,2024,Koln
16,2023-12-17,15:30,Bundesliga,Matchweek 15,Sun,Away,L,0,2,Freiburg,1.2,3.0,48.0,34700.0,Florian Kainz,4-2-3-1,Harm Osmers,Match Report,,7.0,1.0,18.4,1.0,0,0,2024,Koln
17,2023-12-20,18:30,Bundesliga,Matchweek 16,Wed,Away,L,0,2,Union Berlin,0.8,1.5,60.0,22012.0,Marvin Schwäbe,4-1-3-2,Deniz Aytekin,Match Report,,16.0,7.0,19.4,1.0,0,0,2024,Koln
18,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,D,1,1,Heidenheim,0.9,0.9,51.0,50000.0,Florian Kainz,4-2-3-1,Felix Zwayer,Match Report,,14.0,5.0,15.3,1.0,0,0,2024,Koln
19,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Home,L,0,4,Dortmund,1.3,3.4,39.0,50000.0,Florian Kainz,4-4-2,Daniel Schlager,Match Report,,19.0,5.0,17.4,0.0,0,0,2024,Koln
20,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,D,1,1,Wolfsburg,0.6,1.5,48.0,24525.0,Florian Kainz,4-2-3-1,Sören Storks,Match Report,,6.0,2.0,17.4,0.0,0,0,2024,Koln
21,2024-02-03,18:30,Bundesliga,Matchweek 20,Sat,Home,W,2,0,Eint Frankfurt,1.3,0.8,41.0,50000.0,Florian Kainz,4-2-3-1,Timo Gerach,Match Report,,15.0,4.0,17.2,1.0,0,0,2024,Koln
22,2024-02-11,17:30,Bundesliga,Matchweek 21,Sun,Away,D,1,1,Hoffenheim,0.1,1.2,43.0,23020.0,Florian Kainz,4-2-3-1,Christian Dingert,Match Report,,6.0,1.0,24.6,1.0,0,0,2024,Koln
23,2024-02-16,20:30,Bundesliga,Matchweek 22,Fri,Home,L,0,1,Werder Bremen,0.8,1.8,57.0,50000.0,Florian Kainz,4-2-3-1,Daniel Siebert,Match Report,,13.0,2.0,17.0,1.0,0,0,2024,Koln
24,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Away,D,1,1,Stuttgart,0.7,2.2,26.0,54500.0,Florian Kainz,4-2-3-1,Patrick Ittrich,Match Report,,12.0,6.0,19.3,0.0,0,0,2024,Koln
25,2024-03-03,15:30,Bundesliga,Matchweek 24,Sun,Home,L,0,2,Leverkusen,1.0,1.5,23.0,50000.0,Marvin Schwäbe,4-4-2,Tobias Stieler,Match Report,,6.0,0.0,11.0,0.0,0,0,2024,Koln
26,2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Away,D,3,3,Gladbach,0.6,1.8,42.0,54042.0,Florian Kainz,4-2-3-1,Felix Zwayer,Match Report,,12.0,5.0,15.9,1.0,0,0,2024,Koln
27,2024-03-15,20:30,Bundesliga,Matchweek 26,Fri,Home,L,1,5,RB Leipzig,1.2,3.3,34.0,49000.0,Florian Kainz,4-2-3-1,Florian Badstübner,Match Report,,10.0,2.0,17.4,0.0,0,0,2024,Koln
28,2024-03-31,15:30,Bundesliga,Matchweek 27,Sun,Away,D,1,1,Augsburg,1.3,2.2,43.0,37660.0,Florian Kainz,4-2-3-1,Sören Storks,Match Report,,12.0,2.0,19.4,0.0,0,0,2024,Koln
29,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,W,2,1,Bochum,1.0,0.6,56.0,50000.0,Florian Kainz,4-2-3-1,Tobias Welz,Match Report,,20.0,7.0,16.3,0.0,0,0,2024,Koln
30,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0,2,Bayern Munich,0.9,2.2,31.0,75000.0,Florian Kainz,4-4-2,Frank Willenborg,Match Report,,11.0,5.0,18.5,0.0,0,0,2024,Koln
31,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Home,L,0,2,Darmstadt 98,1.0,1.8,58.0,50000.0,Florian Kainz,4-4-2,Matthias Jöllenbeck,Match Report,,19.0,4.0,17.2,0.0,0,0,2024,Koln
32,2024-04-28,17:30,Bundesliga,Matchweek 31,Sun,Away,D,1,1,Mainz 05,2.5,1.6,61.0,33305.0,Marvin Schwäbe,4-2-3-1,Benjamin Brand,Match Report,,15.0,5.0,20.2,0.0,1,2,2024,Koln
33,2024-05-04,18:30,Bundesliga,Matchweek 32,Sat,Home,D,0,0,Freiburg,0.9,0.8,56.0,50000.0,Marvin Schwäbe,4-2-3-1,Sören Storks,Match Report,,19.0,7.0,21.8,0.0,0,0,2024,Koln
34,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Home,W,3,2,Union Berlin,3.1,1.6,62.0,50000.0,Florian Kainz,4-2-3-1,Deniz Aytekin,Match Report,,17.0,4.0,16.3,0.0,1,1,2024,Koln
35,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,4,Heidenheim,2.3,1.0,51.0,15000.0,Florian Kainz,4-2-3-1,Tobias Welz,Match Report,,22.0,9.0,16.1,0.0,0,0,2024,Koln
1,2023-08-20,17:30,Bundesliga,Matchweek 1,Sun,Away,L,0,1,Eint Frankfurt,0.5,1.5,39.0,54000.0,Fabian Holland,3-4-3,Harm Osmers,Match Report,,10.0,2.0,19.0,0.0,0,0,2024,Darmstadt 98
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1,4,Union Berlin,2.3,1.7,73.0,17810.0,Fabian Holland,3-4-3,Patrick Ittrich,Match Report,,21.0,6.0,16.0,0.0,0,0,2024,Darmstadt 98
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Away,L,1,5,Leverkusen,0.4,2.8,28.0,29653.0,Fabian Holland,3-4-1-2,Sven Jablonski,Match Report,,5.0,1.0,17.8,0.0,0,0,2024,Darmstadt 98
4,2023-09-17,17:30,Bundesliga,Matchweek 4,Sun,Home,D,3,3,Gladbach,1.2,3.9,37.0,17810.0,Fabian Holland,3-5-2,Timo Gerach,Match Report,,15.0,8.0,21.6,2.0,0,0,2024,Darmstadt 98
5,2023-09-22,20:30,Bundesliga,Matchweek 5,Fri,Away,L,1,3,Stuttgart,0.2,2.3,42.0,54000.0,Fabian Holland,5-4-1,Matthias Jöllenbeck,Match Report,,4.0,0.0,19.3,0.0,0,0,2024,Darmstadt 98
6,2023-10-01,15:30,Bundesliga,Matchweek 6,Sun,Home,W,4,2,Werder Bremen,2.4,1.5,43.0,17810.0,Fabian Holland,3-5-2,Martin Petersen,Match Report,,13.0,4.0,17.0,0.0,1,1,2024,Darmstadt 98
7,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Away,W,2,1,Augsburg,1.8,0.9,52.0,29200.0,Fabian Holland,3-4-1-2,Deniz Aytekin,Match Report,,16.0,4.0,19.3,0.0,1,1,2024,Darmstadt 98
8,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Home,L,1,3,RB Leipzig,2.4,1.9,57.0,17810.0,Fabian Holland,3-4-1-2,Harm Osmers,Match Report,,17.0,3.0,14.8,0.0,1,1,2024,Darmstadt 98
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Away,L,0,8,Bayern Munich,0.7,5.8,46.0,75000.0,Tobias Kempe,3-4-1-2,Martin Petersen,Match Report,,9.0,4.0,19.8,1.0,0,0,2024,Darmstadt 98
10,2023-11-03,20:30,Bundesliga,Matchweek 10,Fri,Home,L,1,2,Bochum,0.7,1.2,58.0,17810.0,Fabian Holland,3-4-1-2,Marco Fritz,Match Report,,15.0,4.0,20.7,1.0,0,0,2024,Darmstadt 98
11,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,D,0,0,Mainz 05,0.5,0.7,56.0,17810.0,Marcel Schuhen,3-5-2,Daniel Siebert,Match Report,,10.0,3.0,20.4,0.0,0,0,2024,Darmstadt 98
12,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,D,1,1,Freiburg,0.4,1.6,34.0,34300.0,Fabian Holland,3-4-3,Sascha Stegemann,Match Report,,7.0,1.0,19.7,0.0,0,0,2024,Darmstadt 98
13,2023-12-01,20:30,Bundesliga,Matchweek 13,Fri,Home,L,0,1,Köln,0.7,1.5,45.0,17810.0,Fabian Holland,4-3-3,Patrick Ittrich,Match Report,,11.0,2.0,20.6,2.0,0,0,2024,Darmstadt 98
